Country/Region,Date,R,ci_95_u,ci_95_l,ci_65_u,ci_65_l,days_infectious,last_updated
France,2020-10-08,1.196493469526939,1.4444407001413149,0.9528381429523696,1.3143062904308216,1.0800084558230167,5,2021-06-22
France,2020-10-09,1.205307285767354,1.4543331765388303,0.959348399166888,1.3224536603169117,1.087559805475878,5,2021-06-22
France,2020-10-10,1.2110636602812206,1.4623297478195316,0.9653878864753952,1.3284572307538505,1.0935319695015149,5,2021-06-22
France,2020-10-11,1.2115354306512651,1.4583562410848034,0.968110808432819,1.3287749053826636,1.0946843363191,5,2021-06-22
France,2020-10-12,1.2131809730737864,1.4617097045455871,0.9678665538454868,1.3304201144295649,1.0971507773666738,5,2021-06-22
France,2020-10-13,1.2199247575946048,1.470249750245558,0.9737375700766306,1.3361178485590464,1.1034448542307045,5,2021-06-22
France,2020-10-14,1.2290915088018397,1.4777178063872038,0.9836761666174092,1.3464611045620138,1.1120209756197326,5,2021-06-22
France,2020-10-15,1.2369767325937857,1.4843346095528491,0.9916575384941272,1.3535360933370502,1.1194911429046448,5,2021-06-22
France,2020-10-16,1.2402765281368022,1.4895973069925204,0.9915436771393732,1.3578582693434,1.1232951858316695,5,2021-06-22
France,2020-10-17,1.2423449458790203,1.4926796678679335,0.9944995427045662,1.3600988606828268,1.1261917467624962,5,2021-06-22
France,2020-10-18,1.2435624629505957,1.4916999622467033,0.9975360742435416,1.361204049511005,1.126099313100811,5,2021-06-22
France,2020-10-19,1.2379131790396285,1.4855227975308722,0.9920591087029048,1.355547667594254,1.1203900355612242,5,2021-06-22
France,2020-10-20,1.2423392310353651,1.4887577373539762,0.992032468506424,1.359311473758107,1.1245446120758058,5,2021-06-22
France,2020-10-21,1.2481558967147812,1.4965363555054818,0.9965551855374076,1.3659160375894968,1.1304823991303496,5,2021-06-22
France,2020-10-22,1.255095829225203,1.5075638943948078,1.0010402228808717,1.3734928699060256,1.1369373179511189,5,2021-06-22
France,2020-10-23,1.2578056822135115,1.5134327452227565,1.0062131876360556,1.3775524056586277,1.1385567552949398,5,2021-06-22
France,2020-10-24,1.257148968127916,1.5153940570460198,1.0057649633079124,1.3766270064816386,1.1364391383686678,5,2021-06-22
France,2020-10-25,1.2547316062586455,1.5120110244885905,1.0030289471795013,1.3739081396488324,1.1349828729737226,5,2021-06-22
France,2020-10-26,1.2598291719680803,1.5193562550900823,1.0082156508861615,1.3798798506385157,1.1401579256918666,5,2021-06-22
France,2020-10-27,1.2465809702945776,1.504681188921408,0.9944522429465068,1.3663312153808167,1.1266888130876618,5,2021-06-22
France,2020-10-28,1.2328324486355065,1.4861731872815795,0.9781946912612728,1.3521211328340357,1.1142830075451298,5,2021-06-22
France,2020-10-29,1.2239427971996149,1.4811524749462066,0.9734997941585533,1.3424783786276118,1.1036541462231748,5,2021-06-22
France,2020-10-30,1.2181848018889896,1.4767250640911251,0.9638826546552508,1.3390737622173985,1.0967083390699481,5,2021-06-22
France,2020-10-31,1.2131388360777018,1.4748498310615077,0.9588621344981136,1.3353955442767913,1.0916050719120711,5,2021-06-22
France,2020-11-01,1.2166315899766482,1.4828624030304756,0.9607751189682254,1.3416274073696268,1.0921618419815753,5,2021-06-22
France,2020-11-02,1.2123942027911163,1.4857488497708062,0.9513017368566524,1.3403911524933083,1.0853389693015734,5,2021-06-22
France,2020-11-03,1.1875997299023795,1.4611045527595137,0.9234023793007649,1.3157385560857515,1.0595601106950756,5,2021-06-22
France,2020-11-04,1.1545767496366668,1.431114820543794,0.8862201691184987,1.2826679958262155,1.0265188398548777,5,2021-06-22
France,2020-11-05,1.1231449283179633,1.397350939878972,0.8530004198048385,1.2506865700382923,0.9966182208992236,5,2021-06-22
France,2020-11-06,1.0915955069773409,1.3576181570987882,0.8297550691755697,1.2178339647552603,0.9676613865429528,5,2021-06-22
France,2020-11-07,1.0576906880178352,1.3189806187908248,0.7946476313588103,1.1807130176732366,0.9346882984051572,5,2021-06-22
France,2020-11-08,1.0143391084006486,1.2705819492254842,0.7560186297131909,1.1355784959912327,0.8920211497206247,5,2021-06-22
France,2020-11-09,0.9725883930604828,1.2261624420805293,0.7123254045757772,1.0939886474802891,0.8525184198535414,5,2021-06-22
France,2020-11-10,0.9400044438236448,1.1905863424240948,0.6810683903858447,1.0617165805722395,0.8197352517743848,5,2021-06-22
France,2020-11-11,0.9155433948361421,1.1657926616407126,0.6575527870053846,1.0369251711173413,0.7946174694323016,5,2021-06-22
France,2020-11-12,0.8947522521635695,1.1471928667604816,0.6331905087710755,1.0162061372547888,0.7730569865741468,5,2021-06-22
France,2020-11-13,0.8778814558271298,1.130217228839722,0.6192502988556794,0.999581532431979,0.7566958710644937,5,2021-06-22
France,2020-11-14,0.8671861353881609,1.1207369328309214,0.6082281757295017,0.9881037575839794,0.7455364059610599,5,2021-06-22
France,2020-11-15,0.8585605920565268,1.1096837754172646,0.604141720934124,0.978861800095198,0.7377796447764069,5,2021-06-22
France,2020-11-16,0.8483686638798276,1.0990386275000947,0.5946097044587014,0.9674832630619408,0.7282013294838592,5,2021-06-22
France,2020-11-17,0.8417742257671621,1.091245647658185,0.5894354683150642,0.9587031334153964,0.7249874288297019,5,2021-06-22
France,2020-11-18,0.8244001623345447,1.0725006786892504,0.5692382760764156,0.9425810933910219,0.7071751640316237,5,2021-06-22
France,2020-11-19,0.8078687922856789,1.0561842449621504,0.5532795050398195,0.9258849319893372,0.6893265684662321,5,2021-06-22
France,2020-11-20,0.7963070048583216,1.0480755939032351,0.54080791540343,0.9163069056396168,0.6780882918816774,5,2021-06-22
France,2020-11-21,0.7853325762550439,1.0346383845011695,0.5317962961081559,0.9053729898608048,0.6657610476351594,5,2021-06-22
France,2020-11-22,0.7788546214958169,1.027168759648179,0.5240543551322353,0.8995847745891097,0.6578967362046441,5,2021-06-22
France,2020-11-23,0.7749619006147023,1.0221306399587842,0.5196355665484749,0.8947230923740916,0.6537558192804725,5,2021-06-22
France,2020-11-24,0.7732950078942787,1.0229539959145335,0.5145216268615966,0.8934578657968548,0.6532300824254887,5,2021-06-22
France,2020-11-25,0.7778931485897802,1.0280716743609788,0.519199603315549,0.8966913023212661,0.6593419687620026,5,2021-06-22
France,2020-11-26,0.7856646636100216,1.034369167698467,0.5303834486809939,0.9040418331954012,0.6677487443853534,5,2021-06-22
France,2020-11-27,0.7959623849177779,1.0429589059841853,0.5387661373407318,0.9143361737184696,0.6780640738242858,5,2021-06-22
France,2020-11-28,0.8080891565217683,1.0571273827861891,0.5516915697132487,0.9257505074455878,0.6908873562884132,5,2021-06-22
France,2020-11-29,0.8217326796836977,1.066081086202797,0.5694732682129684,0.9403475746870812,0.7037654483389018,5,2021-06-22
France,2020-11-30,0.8366075428858372,1.0825865802226198,0.5836179701535785,0.9538502238297952,0.7194296053998888,5,2021-06-22
France,2020-12-01,0.8510298642702483,1.0964629772077004,0.6001354647368042,0.9667789024715824,0.7336266908237163,5,2021-06-22
France,2020-12-02,0.8693540417679776,1.112866794634855,0.6212038617884255,0.9854145329072652,0.7528773147955576,5,2021-06-22
France,2020-12-03,0.8875135102093415,1.1331160521907444,0.6373345088687934,1.0038879933839264,0.7699358793773939,5,2021-06-22
France,2020-12-04,0.9056094245012212,1.1507688773781368,0.6584381691549992,1.0227227453966958,0.7889870054235186,5,2021-06-22
France,2020-12-05,0.9234797517635196,1.173125834803623,0.6776334132884169,1.0395021098839916,0.8063618943836109,5,2021-06-22
France,2020-12-06,0.93982217357888,1.1867921539109434,0.6947465568623283,1.0566899158434429,0.8229274956727495,5,2021-06-22
France,2020-12-07,0.9542217996432718,1.2022714824043779,0.7091505556927339,1.0707202640242244,0.8364915588488022,5,2021-06-22
France,2020-12-08,0.9694188789238092,1.2162455050783612,0.7251969303403021,1.086180704926116,0.8536568324894475,5,2021-06-22
France,2020-12-09,0.9794077385304076,1.2302732621579748,0.7323446503785538,1.095140164046732,0.863683800975633,5,2021-06-22
France,2020-12-10,0.9895804095936648,1.2377534483984451,0.7437922703779933,1.1042121743260864,0.8728470874323816,5,2021-06-22
France,2020-12-11,1.000444694304913,1.2502981059830909,0.7552134728117581,1.11743542617321,0.8833371814991385,5,2021-06-22
France,2020-12-12,1.0104201863743285,1.2570945515514298,0.7645639337140996,1.1271729323641189,0.8935382353442584,5,2021-06-22
France,2020-12-13,1.0175832663306157,1.2651001879945842,0.7674362082375286,1.1339653640097749,0.9010919607082628,5,2021-06-22
France,2020-12-14,1.0238588529145418,1.2709821749840535,0.7726329708394108,1.1400010709850037,0.9083228209880256,5,2021-06-22
France,2020-12-15,1.0326187816007857,1.2797195444760945,0.7803043630332069,1.1490221349773837,0.9168118622452952,5,2021-06-22
France,2020-12-16,1.0408696489780884,1.286103255035368,0.7909491950980124,1.1574955207546669,0.9238981221310072,5,2021-06-22
France,2020-12-17,1.046976057179508,1.2968530053501532,0.7956432636018984,1.163367598009433,0.928536377199976,5,2021-06-22
France,2020-12-18,1.0504710005604383,1.2978336394893102,0.8005326629736111,1.1672630778333282,0.9332520183290364,5,2021-06-22
France,2020-12-19,1.0525162173083062,1.2997324984694658,0.803304965723035,1.1698613288754984,0.9349146504051318,5,2021-06-22
France,2020-12-20,1.0498140956417472,1.2961561656500955,0.8023228105857234,1.1665244700564357,0.9334992556902632,5,2021-06-22
France,2020-12-21,1.0452800667738118,1.2943400493632358,0.7965515361407668,1.1616179551340444,0.9289405155752001,5,2021-06-22
France,2020-12-22,1.0403976426693975,1.2865888376366823,0.7925283934260493,1.1568668926037318,0.9240854453536376,5,2021-06-22
France,2020-12-23,1.0395620254911082,1.2861389523988564,0.7944307023729371,1.1564636177833396,0.9229836012553616,5,2021-06-22
France,2020-12-24,1.0442873356294529,1.2906581974156621,0.7970003068467286,1.1606607266019484,0.9285883806719056,5,2021-06-22
France,2020-12-25,1.0436190702368628,1.2913633264302702,0.7954582341245079,1.1597660002076469,0.9263228206345274,5,2021-06-22
France,2020-12-26,1.0413604833787795,1.287067668296614,0.7928415129311763,1.1585824466873875,0.9238092590031086,5,2021-06-22
France,2020-12-27,1.0482976018925914,1.2956725338225121,0.7964186280082196,1.1663417669726797,0.9300598430925242,5,2021-06-22
France,2020-12-28,1.0596423339086842,1.3092045554950107,0.8121282288314341,1.1783476016715464,0.9412609404047906,5,2021-06-22
France,2020-12-29,1.072989905628625,1.3208352699061312,0.8270109199683175,1.1915178314251182,0.9539609244339872,5,2021-06-22
France,2020-12-30,1.0870051798192122,1.3389625865443258,0.8412704202121487,1.2050110117008674,0.9673325886205264,5,2021-06-22
France,2020-12-31,1.087911583104482,1.338151639249639,0.8400558932206307,1.2057380837984937,0.968255832062058,5,2021-06-22
France,2021-01-01,1.0874062372286897,1.3370002218437516,0.843733310298274,1.204625987882975,0.9691500938458966,5,2021-06-22
France,2021-01-02,1.0867519775761625,1.3382973202384685,0.8422821528538775,1.2040186846672698,0.967895028316066,5,2021-06-22
France,2021-01-03,1.0962832689076842,1.34563643271095,0.8514405940130959,1.2134563906895226,0.9787725808765454,5,2021-06-22
France,2021-01-04,1.1054960824753235,1.353925229148405,0.8571965345624528,1.2235029108924194,0.9876931560928146,5,2021-06-22
France,2021-01-05,1.1146737058209024,1.3673342868398484,0.8683612185282301,1.2329577795704976,0.9967221965659716,5,2021-06-22
France,2021-01-06,1.115454763639952,1.3655025352101735,0.8674655070721417,1.2327125972565858,0.9979229043175636,5,2021-06-22
France,2021-01-07,1.1133528457404436,1.3624678086810875,0.8662913036742692,1.2306114897824494,0.9953215661168724,5,2021-06-22
France,2021-01-08,1.1093876127976012,1.3622222398136297,0.860417162008864,1.226906641383264,0.9917490283629402,5,2021-06-22
France,2021-01-09,1.1064969545187562,1.3559243581421456,0.8567427637912041,1.2243060054613617,0.9877680663675154,5,2021-06-22
France,2021-01-10,1.1004256659498537,1.346634281290929,0.8547866500216392,1.2184408489216163,0.9805489588547526,5,2021-06-22
France,2021-01-11,1.0952980641652037,1.3431703857944264,0.8451066126925809,1.2138036381901638,0.9769002976699024,5,2021-06-22
France,2021-01-12,1.0894761343691932,1.33713290844666,0.8389889613976288,1.2076863732598295,0.9710956669183104,5,2021-06-22
France,2021-01-13,1.0859514736788118,1.3319782204862585,0.8359239748084873,1.2029756715179465,0.9672919992629868,5,2021-06-22
France,2021-01-14,1.084027192778578,1.332306389089288,0.8349984320008079,1.2017568014130804,0.96608616836764,5,2021-06-22
France,2021-01-15,1.0825920465099157,1.3312818448849728,0.8337594715623702,1.1997227797737169,0.962582105956096,5,2021-06-22
France,2021-01-16,1.0822888626359826,1.3322867432085763,0.8313846082507226,1.1990834553513168,0.9643558062005062,5,2021-06-22
France,2021-01-17,1.0803651813948765,1.3262808034182594,0.8295556775837825,1.1983855800814571,0.962496501428058,5,2021-06-22
France,2021-01-18,1.078366332054407,1.3274425552133648,0.8271965448584979,1.1973780158080882,0.9596136620935632,5,2021-06-22
France,2021-01-19,1.0764613136037564,1.324485690420071,0.8260447968346853,1.195303503069656,0.9584735594255752,5,2021-06-22
France,2021-01-20,1.072813344817613,1.320856028740939,0.8214475899413132,1.1911317192148347,0.9543269953068886,5,2021-06-22
France,2021-01-21,1.0696408933383188,1.3182346271723369,0.8205752483837894,1.186999689906857,0.9523378107937492,5,2021-06-22
France,2021-01-22,1.065616298531255,1.3133306090249668,0.8177328758033351,1.1837908297451485,0.9484651106630816,5,2021-06-22
France,2021-01-23,1.0634846922598689,1.3117055447376056,0.8187283408158406,1.180155183746712,0.9456127198727542,5,2021-06-22
France,2021-01-24,1.0593948682465508,1.3054436484544842,0.8132456237169683,1.17770307748285,0.9432051550711668,5,2021-06-22
France,2021-01-25,1.0549531626955624,1.3002226482832826,0.8101568596086105,1.1719257792581608,0.9392398177151676,5,2021-06-22
France,2021-01-26,1.05130588986714,1.2976604614573042,0.8059999469360861,1.1671828603339185,0.9357465470267281,5,2021-06-22
France,2021-01-27,1.049292433097647,1.295819366498314,0.8022155432135379,1.1657168392140491,0.9336303273494201,5,2021-06-22
France,2021-01-28,1.0476448104663798,1.2907079014931961,0.8009158683446096,1.1647483030095491,0.930602185358824,5,2021-06-22
France,2021-01-29,1.042696748528249,1.2876142887381727,0.7951456046271328,1.1595586288462871,0.9239244134839208,5,2021-06-22
France,2021-01-30,1.0426734109169895,1.2888311175714662,0.7952516363144114,1.1587402799826525,0.9250045118790152,5,2021-06-22
France,2021-01-31,1.0412703463907371,1.292330164133252,0.7941184730395907,1.1580785897046009,0.9241965327542824,5,2021-06-22
France,2021-02-01,1.0393552635473544,1.2891286271406397,0.7857186468036598,1.15693415100813,0.9221002225945744,5,2021-06-22
France,2021-02-02,1.0368418130913992,1.2863820403945343,0.7892977917860929,1.1524507097062358,0.9203093064369956,5,2021-06-22
France,2021-02-03,1.0346637521241897,1.2842847869716674,0.7883960824131098,1.15139965413083,0.9180885218746576,5,2021-06-22
France,2021-02-04,1.0359114525034827,1.284116288171412,0.7875183968213421,1.1530804809444064,0.9189434036303252,5,2021-06-22
France,2021-02-05,1.0497407177358415,1.301189769015997,0.8034103018087102,1.1665937236866322,0.9323874956483956,5,2021-06-22
France,2021-02-06,1.0442814352339884,1.2935729202443078,0.7957157925899057,1.1618047378627625,0.9261260916167028,5,2021-06-22
France,2021-02-07,1.039042565543068,1.2849677192750546,0.7892762779345235,1.1575522653439616,0.9216637311598384,5,2021-06-22
France,2021-02-08,1.0327524252371187,1.2844656836757888,0.7837127712916792,1.1519324087089289,0.9143801077487984,5,2021-06-22
France,2021-02-09,1.026488895887214,1.2779991806545428,0.7766479413135636,1.144190736430605,0.908637622974312,5,2021-06-22
France,2021-02-10,1.0235849711487048,1.271907346243704,0.7718052660580454,1.1414889760128566,0.9059470823586724,5,2021-06-22
France,2021-02-11,1.022582792248107,1.2740571212635468,0.7711103949541902,1.1405887977621894,0.9043508432280412,5,2021-06-22
France,2021-02-12,1.0198107777254108,1.266481208349364,0.76782592445458,1.1374838665857252,0.902946627954728,5,2021-06-22
France,2021-02-13,1.0227088414130938,1.2686766235150426,0.7733180591003999,1.139377750111157,0.9055348313309436,5,2021-06-22
France,2021-02-14,1.0256368607456692,1.271809341302991,0.773350140225683,1.1425618126543842,0.9094561285179434,5,2021-06-22
France,2021-02-15,1.0303457722635514,1.2741873339318843,0.7822450499269249,1.1473513117318492,0.913866579273658,5,2021-06-22
France,2021-02-16,1.0345702989099188,1.2828723887100866,0.7876520764433421,1.1503955058711814,0.9173521074960156,5,2021-06-22
France,2021-02-17,1.0385069908322404,1.2875531228307426,0.7904269159642598,1.1551322780435789,0.9217608966073492,5,2021-06-22
France,2021-02-18,1.04255702573807,1.2907441474540342,0.7942351105477099,1.158825728370266,0.9262642508142236,5,2021-06-22
France,2021-02-19,1.045695328869864,1.2904627795282566,0.8000592502204493,1.1619606045601012,0.930313421483967,5,2021-06-22
France,2021-02-20,1.0485651629411914,1.297811897607485,0.8015264905562892,1.1639583697169498,0.9322111916437508,5,2021-06-22
France,2021-02-21,1.0511693600140288,1.3020535694428297,0.807576064246928,1.167413886228232,0.9329825843182784,5,2021-06-22
France,2021-02-22,1.0525337131864894,1.2989145185236488,0.807203196694631,1.16968514681298,0.9345875852012488,5,2021-06-22
France,2021-02-23,1.0538798826711702,1.3039064168534114,0.8067523533040475,1.1713083870036327,0.9373541215374912,5,2021-06-22
France,2021-02-24,1.0564197514217162,1.3041126951903914,0.8114156542658107,1.17445472170956,0.9385953491300679,5,2021-06-22
France,2021-02-25,1.0548169426152094,1.3018058170146372,0.8103010163546999,1.17158059855585,0.9362424425459837,5,2021-06-22
France,2021-02-26,1.0532226569278662,1.2998820270377915,0.8072891363155357,1.1694068320726192,0.9360382057604928,5,2021-06-22
France,2021-02-27,1.0515995148220183,1.300479817480562,0.8039532282808176,1.1665448518818398,0.9337742664685998,5,2021-06-22
France,2021-02-28,1.0504003807311597,1.2976144724231025,0.8024778269016012,1.1665457862928277,0.9337351632170268,5,2021-06-22
France,2021-03-01,1.0507482597844962,1.297279658518049,0.8018164171660704,1.167509750000458,0.9344066518952221,5,2021-06-22
France,2021-03-02,1.0513204580288498,1.2978022655113215,0.8024864616233499,1.1677315083224955,0.9344746083745912,5,2021-06-22
France,2021-03-03,1.0515323154812355,1.299846446501562,0.8033102991276279,1.1683787554976377,0.9337788134898952,5,2021-06-22
France,2021-03-04,1.05386894408582,1.302918824643635,0.8042184093684202,1.1693693606717586,0.9376397809949308,5,2021-06-22
France,2021-03-05,1.0579700745382383,1.3041933773982692,0.8076650194834503,1.1736947998839846,0.9414694383920602,5,2021-06-22
France,2021-03-06,1.0633427667451991,1.3108831426831788,0.8133241368508244,1.1813211644749186,0.9465151698456804,5,2021-06-22
France,2021-03-07,1.0690505185966148,1.3164556832972982,0.8186656009868952,1.185631444508529,0.9524223801073298,5,2021-06-22
France,2021-03-08,1.0746750189210823,1.3197340793928736,0.8268348445958169,1.1915542758873818,0.9591922626336156,5,2021-06-22
France,2021-03-09,1.0817715265400707,1.3276559513743031,0.8352998710819095,1.198741828446474,0.9660428146368836,5,2021-06-22
France,2021-03-10,1.0876905175976856,1.3389922692298095,0.8416884705214569,1.204776367297473,0.9695085076538676,5,2021-06-22
France,2021-03-11,1.094773712284652,1.3470302436533377,0.8465529237316212,1.2111357191891714,0.9761997928664576,5,2021-06-22
France,2021-03-12,1.1014061530554016,1.3540669107194294,0.8528819860668213,1.2185492301669023,0.9828655236350388,5,2021-06-22
France,2021-03-13,1.109393451947228,1.3619470119622157,0.8623745736649788,1.2256592954119658,0.9912322034747978,5,2021-06-22
France,2021-03-14,1.1150205899843184,1.3664360466125989,0.8650753176980046,1.2335465988422811,0.9970477052676382,5,2021-06-22
France,2021-03-15,1.1216993561678086,1.3736404821761934,0.8716564717028971,1.2396089816294984,1.004403139182338,5,2021-06-22
France,2021-03-16,1.1302130738445328,1.3834931703370166,0.8784851192053829,1.2484223045795528,1.0124696207034158,5,2021-06-22
France,2021-03-17,1.1314773446421729,1.3843112157876032,0.8793658803962022,1.2482058776779936,1.0135094407369971,5,2021-06-22
France,2021-03-18,1.1344553895018432,1.3870509244330071,0.8825950823870468,1.2530225301967692,1.0169131288627715,5,2021-06-22
France,2021-03-19,1.138201253452145,1.3932215946435955,0.8871228498402687,1.2579323869598509,1.0181434374277696,5,2021-06-22
France,2021-03-20,1.1387761223767108,1.389625139088651,0.8873717143983354,1.2577848909432148,1.0201946236452568,5,2021-06-22
France,2021-03-21,1.136939648525641,1.3878140050197212,0.8872624619896533,1.2552494557211165,1.0180751289520151,5,2021-06-22
France,2021-03-22,1.1403976893281031,1.3940836406829653,0.8917893429918143,1.258932482329905,1.022755567112372,5,2021-06-22
France,2021-03-23,1.1419747274311522,1.3932946631416216,0.8909139995466339,1.2599198452315843,1.024129187470999,5,2021-06-22
France,2021-03-24,1.149034044229924,1.397597326143554,0.8985222631811215,1.2654239636149045,1.0319193061006542,5,2021-06-22
France,2021-03-25,1.1418694583099458,1.3899737900305549,0.8916465345129915,1.2602390115788122,1.024743630430457,5,2021-06-22
France,2021-03-26,1.1356381550860242,1.3819298989405595,0.8833821847721646,1.2545528793154443,1.0187797179834168,5,2021-06-22
France,2021-03-27,1.1280122677716984,1.377575119880792,0.8765965668700852,1.2447903793035948,1.0110535511072711,5,2021-06-22
France,2021-03-28,1.1147961123191017,1.3640305071398393,0.8651077369356107,1.2332891675375244,0.996444351633497,5,2021-06-22
France,2021-03-29,1.1127751807261617,1.3638405961385842,0.8619447016051832,1.2315927069700388,0.9937401864385084,5,2021-06-22
France,2021-03-30,1.1131144226261704,1.3650295651828657,0.8647423579550491,1.2314644840696871,0.9934158166348636,5,2021-06-22
France,2021-03-31,1.1114271388143953,1.3641954917518166,0.8646354677835809,1.2305866297814954,0.9930541793194152,5,2021-06-22
France,2021-04-01,1.1030852828725808,1.3551226468966224,0.8541356754653736,1.2210097467343648,0.9853697336746072,5,2021-06-22
France,2021-04-02,1.101868082911334,1.3522710258634147,0.8523872256159489,1.2198226748233831,0.984930337191223,5,2021-06-22
France,2021-04-03,1.0966165237976924,1.3465713167524744,0.8446768065630751,1.2144118516173985,0.9779885310472104,5,2021-06-22
France,2021-04-04,1.0997075440455428,1.345788371451946,0.8487269446263646,1.2186235769578455,0.9821927270092492,5,2021-06-22
France,2021-04-05,1.0965506348700809,1.3442908129624076,0.8446366784375373,1.2149146750236677,0.978697007796905,5,2021-06-22
France,2021-04-06,1.093005277022397,1.3398793922057737,0.8438423715146045,1.2115401344890404,0.9759749621701712,5,2021-06-22
France,2021-04-07,1.1024040834039674,1.3487096413992734,0.8511704561107178,1.2209981765530635,0.985340672360964,5,2021-06-22
France,2021-04-08,1.1294743986784048,1.382415259647184,0.8781278727078891,1.2479384334787014,1.011029883747414,5,2021-06-22
France,2021-04-09,1.1269834771377605,1.3787513635266728,0.8766698468344488,1.2452509951730473,1.0085152915245248,5,2021-06-22
France,2021-04-10,1.1367615646277955,1.3925791492061348,0.8815126344089431,1.2565596661877232,1.0160633995019932,5,2021-06-22
France,2021-04-11,1.1525330419959008,1.4114525580710968,0.8992582896968032,1.27386395158836,1.0300482773130564,5,2021-06-22
France,2021-04-12,1.1272047882860192,1.3830865411676183,0.8756486509183341,1.2470340062785363,1.0076833853914593,5,2021-06-22
France,2021-04-13,1.0982528972307557,1.351850065145737,0.8485521008618592,1.2169873339433082,0.979137570204444,5,2021-06-22
France,2021-04-14,1.0699653496791546,1.3201356135641389,0.8233648158447551,1.1871836786935763,0.9509208539234828,5,2021-06-22
France,2021-04-15,1.042088258355866,1.2919024838050073,0.7946101865390719,1.1597946660095628,0.9236137551683544,5,2021-06-22
France,2021-04-16,1.0268139671433576,1.2759439320683543,0.7792484284460945,1.1436933734056791,0.9097667033714636,5,2021-06-22
France,2021-04-17,1.0095747154297374,1.2576383326299236,0.7618072016817042,1.1262249732409837,0.8926059876182035,5,2021-06-22
France,2021-04-18,0.987845578017859,1.2377766651862874,0.7370055527622829,1.1050266161031579,0.8718893146775368,5,2021-06-22
France,2021-04-19,0.9809589343947324,1.2279520702283409,0.7312072090695327,1.0982564359670637,0.8627971190337671,5,2021-06-22
France,2021-04-20,0.9729098575146874,1.226032171798017,0.723796609941991,1.0901133437535655,0.8545748346802582,5,2021-06-22
France,2021-04-21,0.9581299490102836,1.2083131950370043,0.7079328414773977,1.0756934639018472,0.8412228990656943,5,2021-06-22
France,2021-04-22,0.9444059525057216,1.1921278695343709,0.6939264961787899,1.0628974281459609,0.8262961307233377,5,2021-06-22
France,2021-04-23,0.9367675233686972,1.182641919598675,0.6888946540163582,1.0550896645178114,0.8184403973385798,5,2021-06-22
France,2021-04-24,0.9270887030088664,1.1763928784378073,0.6786476354327453,1.0450989153335388,0.8088206004884393,5,2021-06-22
France,2021-04-25,0.9148565093488096,1.1600477176281945,0.6646246511337492,1.0342416339289149,0.7974312024820217,5,2021-06-22
France,2021-04-26,0.9082763685526146,1.1567110122312223,0.6585892230988301,1.0267213168867009,0.7893628928657281,5,2021-06-22
France,2021-04-27,0.9010101445364168,1.1459155971935666,0.6498715029784897,1.0207384655444267,0.7816655031916366,5,2021-06-22
France,2021-04-28,0.8932927622495601,1.1382881939837812,0.6434419984953978,1.0120351437078925,0.7746446591531009,5,2021-06-22
France,2021-04-29,0.8862680369242161,1.1317975537959388,0.6339203369705375,1.0053312300858237,0.7688178826561815,5,2021-06-22
France,2021-04-30,0.8816385783122909,1.1307025020990678,0.6306245190141478,0.9994334913904632,0.7632431385209799,5,2021-06-22
France,2021-05-01,0.8758431555885227,1.1245033147539958,0.6271056452876964,0.9933211352340162,0.7574640579313129,5,2021-06-22
France,2021-05-02,0.8712655752174989,1.117457114496568,0.6205032764877616,0.9884742680573744,0.7536621605768083,5,2021-06-22
France,2021-05-03,0.8725267919824959,1.1161670827980252,0.6244400085673265,0.9906893622270316,0.7557006690079435,5,2021-06-22
France,2021-05-04,0.8754693465437797,1.1229048876516543,0.6253239327298709,0.9931526555745446,0.7581906670258839,5,2021-06-22
France,2021-05-05,0.8762982081038411,1.121663573693373,0.6263434715855728,0.994104722472418,0.7597452592176647,5,2021-06-22
France,2021-05-06,0.8749600765066942,1.1219922118705026,0.6247531754503639,0.9921127379363356,0.7576126169692795,5,2021-06-22
France,2021-05-07,0.8748825745209899,1.1234973295061768,0.6249450268557075,0.992167004815796,0.7578106153915659,5,2021-06-22
France,2021-05-08,0.8741813205440296,1.123164297538634,0.625478818846328,0.9916930469953342,0.7565368004685893,5,2021-06-22
France,2021-05-09,0.8731541369591602,1.12237228420449,0.626712705340805,0.9897747093493195,0.7558133444776967,5,2021-06-22
France,2021-05-10,0.8761702631982193,1.12808538953908,0.6294441220464251,0.993886005305678,0.7584209197386451,5,2021-06-22
France,2021-05-11,0.8800770836613666,1.1330948888479369,0.6341013679527738,0.9979882997787772,0.7614088326793164,5,2021-06-22
France,2021-05-12,0.8808426235415249,1.1345415628029454,0.631523047762933,0.9994238142304148,0.7619844683634385,5,2021-06-22
France,2021-05-13,0.8799357491444519,1.132033678409625,0.6274794964710031,0.9995282798755344,0.7614244434031119,5,2021-06-22
France,2021-05-14,0.8807616667716371,1.1321513971946726,0.6271240174427961,1.0011105894106174,0.7612494607393914,5,2021-06-22
France,2021-05-15,0.8879110582646317,1.1398094911168717,0.6333278954583484,1.0084787817963723,0.7685189164375296,5,2021-06-22
France,2021-05-16,0.894868501392373,1.1509050585667175,0.638847833527848,1.0160605304445118,0.7750336652815168,5,2021-06-22
France,2021-05-17,0.8997685048385021,1.1594846896256197,0.6384526723628468,1.023663972650003,0.7778545703497888,5,2021-06-22
France,2021-05-18,0.9040682909712492,1.1655880179724551,0.6391173233984339,1.028646201465309,0.7795504700034837,5,2021-06-22
